ID	Female_parent	Male_parent
1101232a	CH3	9813850b
1101249a	9806490b	9715075b
1101249b	9806490b	9715075b
1101257a	CH3	9803076c
1101257b	CH3	9803076c
1101257c	CH3	9803076c
1101264b	CH3	9803076c
1101275a	CH3	9803076c
1101278a	CH3	9803076c
1101278b	CH3	9803076c
1101278c	CH3	9803076c
1101279a	CH3	9803076c
1101293a	9806490b	9715075b
1101314a1	9806490b	9715075b
1101314a2	9806490b	9715075b
1101314b	9806490b	9715075b
1101339a	9806490b	9715075b
1101360a	9806490b	9715075b
1101360b	9806490b	9715075b
1101371a	9400310	9715075b
1101378a	9400310	9715075b
1101402b	CH3	9715075b
1101402c	CH3	9715075b
1101404e	CH3	9715075b
1101404f	CH3	9715075b
1101415a	CH3	9715075b
1101415b	CH3	9715075b
1101415c	CH3	9715075b
1101415f	CH3	9715075b
1101440a	9400248	9803076c
1101440b	9400248	9803076c
1101482a	9501529b	9813850b
1101482c	9501529b	9813850b
1101523a	9806490b	CH3
1101524a	9806490b	CH3
1101553a	CH3	9803076c
1101553f	CH3	9803076c
1101555b	CH3	9803076c
1101571b	CH3	9803076c
1101571d	CH3	9803076c
1101572c	CH3	9803076c
1101596c	9806490b	CH3
1101597a	9806490b	CH3
1101598a	9806490b	CH3
1101612b	9806490b	CH3
1101637b	CH3	9803076c
1101641b	CH3	9803076c
1101643a	CH3	9803076c
1101643c	CH3	9803076c
1101645a	CH3	9803076c
1101645c	CH3	9803076c
1101648a	CH3	9803076c
1101650a	CH3	9803076c
1101650b	CH3	9803076c
1101665a	CH3	9803076c
1101676a	CH3	9806490b
1101676b	CH3	9806490b
1101676d	CH3	9806490b
1101676e	CH3	9806490b
1101676f	CH3	9806490b
1101681a	CH3	9806490b
1101689a	CH3	9806490b
1101689b	CH3	9806490b
1101691a	CH3	9806490b
1101691b	CH3	9806490b
1101691c	CH3	9806490b
1101691e	CH3	9806490b
1101691f	CH3	9806490b
1101694a	CH3	9806490b
1101694b	CH3	9806490b
1101697a	CH3	9806490b
1101698a	CH3	9806490b
1101703c	CH3	9806490b
1101710a	CH3	9806490b
1101710b	CH3	9806490b
1101710c	CH3	9806490b
1101726b	9806490b	9715075b
1101733a	9806490b	9715075b
1101749d	9806490b	9715075b
1101763a	9806490b	9715075b
1101763b	9806490b	9715075b
1101764a	9806490b	9715075b
1101764b	9806490b	9715075b
1101770a	9806490b	9715075b
1101770b	9806490b	9715075b
1101771a	CH3	9806490b
1101771c	CH3	9806490b
1101771d	CH3	9806490b
1101774a	CH3	9806490b
1101784a	CH3	9806490b
1101784b	CH3	9806490b
1101784e	CH3	9806490b
1101788b	CH3	9806490b
1101790a	CH3	9806490b
1101790b	CH3	9806490b
1101847b	CH3	9806490b
1101853a	CH3	9806490b
1101856a	CH3	9806490b
1101859b	CH3	9806490b
1101864a	CH3	9806490b
1101865a	CH3	9806490b
1101868a	CH3	9806490b
1101868b	CH3	9806490b
1101868c	CH3	9806490b
1101868e	CH3	9806490b
1101970a	CH3	9806275a
1101970b	CH3	9806275a
1101970c	CH3	9806275a
1101970d	CH3	9806275a
1101970e	CH3	9806275a
1101973c	CH3	9806275a
1101974c	CH3	9806275a
1101980a	CH3	9806275a
1101980b	CH3	9806275a
1101988a	CH3	9806275a
1101988c	CH3	9806275a
1101988d	CH3	9806275a
1102002b	9806490b	9715075b
1102004a	9806490b	9715075b
1102004b	9806490b	9715075b
1102010a	9806490b	9715075b
1102017a	9806490b	9715075b
1102023b	9806490b	9715075b
1102026a	9806490b	9715075b
1102026b	9806490b	9715075b
1102027a	9806490b	9715075b
1102027b	9806490b	9715075b
1102049a	CH3	9813850b
1102049b	CH3	9813850b
1102051b	CH3	9813850b
1102051d	CH3	9813850b
1102051e	CH3	9813850b
1102062a	9806490b	9715075b
1102062b	9806490b	9715075b
1102062c	9806490b	9715075b
1102081b	CH3	9715075b
1102081c	CH3	9715075b
1102082a	CH3	9715075b
1102082b	CH3	9715075b
1102082c	CH3	9715075b
1102083b	CH3	9715075b
1102083c	CH3	9715075b
1102083d	CH3	9715075b
1102088b	CH3	9715075b
1102089b	CH3	9715075b
1102107b	CH3	9715075b
1102107f	CH3	9715075b
1102134b	9806490b	9715075b
1102134c	9806490b	9715075b
1102136b	9806490b	9715075b
1102137a	9806490b	9715075b
1102137b	9806490b	9715075b
1102138b	9806490b	9715075b
1102144b	9806490b	9715075b
1102187a	9400248	9806490b
1102215b	1704/17	9806490b
1102223b	9501622b	9803076c
1102224a	9501622b	9803076c
1102224b	9501622b	9803076c
1102224c	9501622b	9803076c
1102224d	9501622b	9803076c
1102251a	9501529b	9400310
1102251b	9501529b	9400310
1102255a	9501529b	9400310
1102255b	9501529b	9400310
1102263a	9501529b	9400310
1102263b	9501529b	9400310
1102295a	CH3	9806275a
1102295b	CH3	9806275a
1102303b	CH3	9806275a
1102304a	CH3	9806275a
1102304b	CH3	9806275a
1102313c	CH3	9806275a
1102314a	CH3	9806275a
1102314b	CH3	9806275a
1102314c	CH3	9806275a
1102314d	CH3	9806275a
1102371a	9806490b	9400310
1102375a	9806490b	9400310
1102377b	9806490b	9400310
1102382a	9806490b	9400310
1102382b	9806490b	9400310
1102410a	9400310	9803076c
1102410b	9400310	9803076c
1102412a	9400310	9803076c
1102412b	9400310	9803076c
1102454b	9806490b	9400310
1102465c	CH3	9813850b
1102465d	CH3	9813850b
1102469b	CH3	9813850b
1102477a	CH3	9813850b
1102477c	CH3	9813850b
1102477e	CH3	9813850b
1102482a	CH3	9813850b
1102482c	CH3	9813850b
1102482d	CH3	9813850b
1102484a	CH3	9813850b
1102486b	CH3	9813850b
1102488d	CH3	9813850b
1102492a	CH3	9813850b
1102493a	CH3	9813850b
1102493f	CH3	9813850b
1102494b	CH3	9813850b
1102496a	CH3	9813850b
1102496b	CH3	9813850b
1102503a	CH3	9803076c
1102508a	CH3	9803076c
1102508b	CH3	9803076c
1102510b	CH3	9803076c
1102510d	CH3	9803076c
1102512d	CH3	9803076c
1102513a	CH3	9803076c
1102513b	CH3	9803076c
1102515b	CH3	9803076c
1102515c	CH3	9803076c
1102518b	CH3	9803076c
1102521d	CH3	9803076c
1102521e	CH3	9803076c
1102522d	CH3	9803076c
1102523b	CH3	9803076c
1102532c	CH3	9803076c
1102532e	CH3	9803076c
1102537a	CH3	9803076c
1102537b	CH3	9803076c
1102541b	9501622b	9806275a
1102700a	9400248	CH3
1102700b	9400248	CH3
1102712a	CH3	9803076c
1102712c	CH3	9803076c
1102716c	CH3	9803076c
1102723c	CH3	9803076c
1102728a	CH3	9803076c
1102728b	CH3	9803076c
1102728c	CH3	9803076c
1102728d	CH3	9803076c
1102728e	CH3	9803076c
1102728f	CH3	9803076c
1102745c	CH3	9803076c
1102771a	1704/17	9501529b
1102771b	1704/17	9501529b
1102861c	CH3	9501622b
1102868a	CH3	9501622b
1102868b	CH3	9501622b
1102868g	CH3	9501622b
1102869b	CH3	9501622b
1102870c	CH3	9501622b
1102875b	CH3	9501622b
1102878a	CH3	9501622b
1102878b	CH3	9501622b
1102878d	CH3	9501622b
1102878e	CH3	9501622b
1102892a	CH3	9501622b
1102896a	CH3	9501622b
1102896b	CH3	9501622b
1102896c	CH3	9501622b
1102900d	CH3	9501622b
1102901a	CH3	9715075b
1102901b	CH3	9715075b
1102901c	CH3	9715075b
1102912a	CH3	9715075b
1102912b	CH3	9715075b
1102912e	CH3	9715075b
1102912f	CH3	9715075b
1102930b	CH3	9715075b
1102930c	CH3	9715075b
1102930d	CH3	9715075b
1102930f	CH3	9715075b
1102930g	CH3	9715075b
1102936b	CH3	9715075b
1102936c	CH3	9715075b
1102936d	CH3	9715075b
1102936e	CH3	9715075b
1102942b	CH3	9715075b
1102947e	CH3	9715075b
1102949c	CH3	9715075b
1102950a	CH3	9715075b
1102986a	9400248	9813850b
1102986b	9400248	9813850b
1102996a	9400310	9803076c
1102996b	9400310	9803076c
1103006a	9806490b	9400310
1103015a	9806490b	9400310
1103015b	9806490b	9400310
1103032a	9501529b	9400310
1103044a	1704/17	CH3
1103044b	1704/17	CH3
1103061a	1704/17	CH3
1103159b	9501529b	9803076c
1103208a	9400248	CH3
1103214b	1704/17	CH3
1103215a	1704/17	CH3
1103215c	1704/17	CH3
1103261a	CH3	9813850b
1103261b	CH3	9813850b
1103261c	CH3	9813850b
1103261d	CH3	9813850b
1103266a	CH3	9813850b
1103271a	CH3	9813850b
1103271b	CH3	9813850b
1103271c	CH3	9813850b
1103271d	CH3	9813850b
1103271e	CH3	9813850b
1103278c	CH3	9813850b
1103287b	9713644c	9813850b
1103290a	9713644c	9813850b
1103290c	9713644c	9813850b
1103290d	9713644c	9813850b
1103307a	CH3	9806275a
1103307c	CH3	9806275a
1103307d	CH3	9806275a
1103307e	CH3	9806275a
1103307f	CH3	9806275a
1103307h	CH3	9806275a
1103309a	CH3	9806275a
1103309c	CH3	9806275a
1103320c	CH3	9806275a
1103326a	CH3	9806275a
1103326b	CH3	9806275a
1103328a	CH3	9806275a
1103328b	CH3	9806275a
1103339a	CH3	9813850b
1103341a	CH3	9813850b
1103341b	CH3	9813850b
1103341c	CH3	9813850b
1103341d	CH3	9813850b
1103349a	CH3	9813850b
1103349b	CH3	9813850b
1103349c	CH3	9813850b
1103349d	CH3	9813850b
1103349e	CH3	9813850b
1103349f	CH3	9813850b
1103371a	9713644c	9813850b
1103371b	9713644c	9813850b
1103374c	9713644c	9813850b
1103374d	9713644c	9813850b
1103377a	CH3	9813850b
1103377b	CH3	9813850b
1103377c	CH3	9813850b
1103379a	CH3	9813850b
1103379b	CH3	9813850b
1103381a	CH3	9813850b
1103381c	CH3	9813850b
1103382b	CH3	9813850b
1103382c	CH3	9813850b
1103382d	CH3	9813850b
1103382e	CH3	9813850b
1103383a	CH3	9813850b
1103383c	CH3	9813850b
1103383d	CH3	9813850b
1103383e	CH3	9813850b
1103383g	CH3	9813850b
1103386a	CH3	9813850b
1103386b	CH3	9813850b
1103386c	CH3	9813850b
1103389a	CH3	9813850b
1103389c	CH3	9813850b
1103390c	CH3	9813850b
1103405a	9400310	9715075b
1103405b	9400310	9715075b
1103419a	9400310	9803076c
1103419b	9400310	9803076c
1103425b	9400310	9803076c
1103429a	9400310	9803076c
1103429b	9400310	9803076c
1103451a	9813850b	9715075b
1103451b	9813850b	9715075b
1103467a	9501622b	CH3
1103467b	9501622b	CH3
1103491a	9813850b	9715075b
1103491b	9813850b	9715075b
1103494a	9813850b	9715075b
1103494b	9813850b	9715075b
1103522a	1704/17	9715075b
1103565a	9400310	9715075b
1103565b	9400310	9715075b
1103568a	9400310	9715075b
1103568b	9400310	9715075b
1103568c	9400310	9715075b
1103570b	9400310	9715075b
1103571a	9400310	9715075b
1103571b	9400310	9715075b
1103572b	9400310	9715075b
1103650a	1704/17	9715075b
1103688a	9400310	9803076c
1103688b	9400310	9803076c
1103691d	9501622b	9803076c
1103791a	9400310	9715075b
1103791b	9400310	9715075b
1103793a	9400310	9715075b
1103793b	9400310	9715075b
1103798a	9400310	9715075b
1103798b	9400310	9715075b
1103800a	9400310	9715075b
1103800b	9400310	9715075b
1103833a	9400248	9813850b
1103843a	9400248	9813850b
1103843c	9400248	9813850b
1103921a	9400248	CH3
1103927b	9400248	CH3
1103935a	9400248	CH3
1103935b	9400248	CH3
1103961a	9713644c	9806275a
1103961b	9713644c	9806275a
1103961c	9713644c	9806275a
1103961d	9713644c	9806275a
1103963a	9713644c	9806275a
1103963b	9713644c	9806275a
1103968a	9713644c	9806275a
1103972a	9713644c	9806275a
1103972b	9713644c	9806275a
1103973a	9713644c	9806275a
1103973b	9713644c	9806275a
1103975a	9813850b	9806275a
1103975b	9813850b	9806275a
1104021a	1704/17	9501622b
1104050a	9400248	9501622b
1104052a	9400248	9501622b
1104090a	9713644c	9806275a
1104090b	9713644c	9806275a
1104090c	9713644c	9806275a
1104090d	9713644c	9806275a
1104112a	9400310	9806275a
1104112c	9400310	9806275a
1104153a	9400248	9501529b
1104153b	9400248	9501529b
1104171a	CH3	9400310
1104171b	CH3	9400310
1104171c	CH3	9400310
1104171d	CH3	9400310
1104171e	CH3	9400310
1104171f	CH3	9400310
1104176a	CH3	9400310
1104176b	CH3	9400310
1104176c	CH3	9400310
1104176d	CH3	9400310
1104176e	CH3	9400310
1104177b	CH3	9400310
1104178a	CH3	9400310
1104178b	CH3	9400310
1104178c	CH3	9400310
1104180a	CH3	9400310
1104180b	CH3	9400310
1104180c	CH3	9400310
1104181a	CH3	9400310
1104181c	CH3	9400310
1104181d	CH3	9400310
1104181e	CH3	9400310
1104181f	CH3	9400310
1104189c	CH3	9400310
1104191e	CH3	9400310
1104193/2	CH3	9400310
1104193a	CH3	9400310
1104193b	CH3	9400310
1104193d	CH3	9400310
1104194a	CH3	9400310
1104194b	CH3	9400310
1104194e	CH3	9400310
1104195a	CH3	9400310
1104195b	CH3	9400310
1104205a	CH3	9400310
1104208a	CH3	9400310
1104212a	CH3	9400310
1104212b	CH3	9400310
1104212c	CH3	9400310
1104212d	CH3	9400310
1104214a	CH3	9400310
1104214b	CH3	9400310
1104214c	CH3	9400310
1104214d	CH3	9400310
1104217b	CH3	9400310
1104217c	CH3	9400310
1104217d	CH3	9400310
1104217e	CH3	9400310
1104217f	CH3	9400310
1104222a	9501622b	9803076c
1104222b	9501622b	9803076c
1104222c	9501622b	9803076c
1104222d	9501622b	9803076c
1104225a	9501622b	9803076c
1104225b	9501622b	9803076c
1104235a	9501622b	9803076c
1104235b	9501622b	9803076c
1104235c	9501622b	9803076c
1104248a	9501529b	9803076c
1104248b	9501529b	9803076c
1104263a	CH3	9400310
1104263b	CH3	9400310
1104263c	CH3	9400310
1104263d	CH3	9400310
1104263f	CH3	9400310
1104264e	CH3	9400310
1104268a	CH3	9400310
1104268e	CH3	9400310
1104303a	9713644c	9803076c
1104303c	9713644c	9803076c
1104307a	9713644c	9803076c
1104307b	9713644c	9803076c
1104307c	9713644c	9803076c
1104311a	9713644c	9803076c
1104312a	9713644c	9803076c
1104312b	9713644c	9803076c
1104315a	9713644c	9803076c
1104315b	9713644c	9803076c
1104321a	9813850b	9806275a
1104321b	9813850b	9806275a
1104325a	9813850b	9806275a
1104325b	9813850b	9806275a
1104332a	9813850b	9806275a
1104332b	9813850b	9806275a
1104333a	9813850b	9806275a
1104333b	9813850b	9806275a
1104334a	9813850b	9806275a
1104334b	9813850b	9806275a
1104334c	9813850b	9806275a
1104334d	9813850b	9806275a
1104335a	9813850b	9806275a
1104335b	9813850b	9806275a
1104339a	9813850b	9806275a
1104339b	9813850b	9806275a
1104342b	CH3	9713644c
1104342c	CH3	9713644c
1104342d	CH3	9713644c
1104342e	CH3	9713644c
1104343a	CH3	9713644c
1104343b	CH3	9713644c
1104343c	CH3	9713644c
1104343d	CH3	9713644c
1104344a	CH3	9713644c
1104344b	CH3	9713644c
1104344c	CH3	9713644c
1104352a	CH3	9713644c
1104358a	CH3	9713644c
1104362a	CH3	9713644c
1104362b	CH3	9713644c
1104362d	CH3	9713644c
1104364a	CH3	9713644c
1104364b	CH3	9713644c
1104365a	CH3	9713644c
1104365b	CH3	9713644c
1104365c	CH3	9713644c
1104365e	CH3	9713644c
1104365f	CH3	9713644c
1104368b	CH3	9713644c
1104368d	CH3	9713644c
1104369a	CH3	9713644c
1104370a	CH3	9713644c
1104370b	CH3	9713644c
1104370c	CH3	9713644c
1104370e	CH3	9713644c
1104370f	CH3	9713644c
1104380c	CH3	9713644c
1104386c	CH3	9713644c
1104387a	CH3	9713644c
1104387b	CH3	9713644c
1104387c	CH3	9713644c
1104387d	CH3	9713644c
1104389a	CH3	9713644c
1104389c	CH3	9713644c
1104390a	CH3	9713644c
1104390b	CH3	9713644c
1104402b	9501622b	9803076c
1104420a	9501529b	9803076c
1104420b	9501529b	9803076c
1104484a	9400248	9803076c
1104492a	CH3	9713644c
1104492b	CH3	9713644c
1104492c	CH3	9713644c
1104492d	CH3	9713644c
1104492e	CH3	9713644c
1104495a	CH3	9713644c
1104495b	CH3	9713644c
1104495c	CH3	9713644c
1104495d	CH3	9713644c
1104503a	CH3	9713644c
1104503b	CH3	9713644c
1104503c	CH3	9713644c
1104503d	CH3	9713644c
1104509a	CH3	9713644c
1104509b	CH3	9713644c
1104509c	CH3	9713644c
1104510a	CH3	9713644c
1104510b	CH3	9713644c
1104510c	CH3	9713644c
1104510d	CH3	9713644c
1104510e	CH3	9713644c
1104510f	CH3	9713644c
1104510g	CH3	9713644c
1104512a	CH3	9713644c
1104512b	CH3	9713644c
1104512c	CH3	9713644c
1104512d	CH3	9713644c
1104512e	CH3	9713644c
1104515a	CH3	9713644c
1104515b	CH3	9713644c
1104515c	CH3	9713644c
1104515d	CH3	9713644c
1104515e	CH3	9713644c
1104518a	CH3	9713644c
1104518b	CH3	9713644c
1104518c	CH3	9713644c
1104518d	CH3	9713644c
1104519a	CH3	9713644c
1104519b	CH3	9713644c
1104519c	CH3	9713644c
1104520a	CH3	9713644c
1104520b	CH3	9713644c
1104525a	CH3	9713644c
1104525b	CH3	9713644c
1104525c	CH3	9713644c
1104528b	CH3	9713644c
1104528c	CH3	9713644c
1104528d	CH3	9713644c
1104530a	CH3	9713644c
1104530b	CH3	9713644c
1104537a	CH3	9713644c
1104537b	CH3	9713644c
1104537c	CH3	9713644c
1104537d	CH3	9713644c
1104537e	CH3	9713644c
1104537f	CH3	9713644c
1104540a	CH3	9713644c
1104540b	CH3	9713644c
1104540c	CH3	9713644c
1104542a	9806490b	9713644c
1104542b	9806490b	9713644c
1104546a	9806490b	9713644c
1104546b	9806490b	9713644c
1104546c	9806490b	9713644c
1104548a	9806490b	9713644c
1104548b	9806490b	9713644c
1104550a	9806490b	9713644c
1104550b	9806490b	9713644c
1104551a	CH3	9713644c
1104553c	CH3	9713644c
1104555a	CH3	9713644c
1104555b	CH3	9713644c
1104557a	CH3	9713644c
1104557b	CH3	9713644c
1104557c	CH3	9713644c
1104557d	CH3	9713644c
1104558d	CH3	9713644c
1104559a	CH3	9713644c
1104559b	CH3	9713644c
1104559d	CH3	9713644c
1104564a	CH3	9713644c
1104564b	CH3	9713644c
1104565a	CH3	9713644c
1104565b	CH3	9713644c
1104565c	CH3	9713644c
1104565d	CH3	9713644c
1104566b	CH3	9713644c
1104569f	CH3	9713644c
1104574a	CH3	9713644c
1104574b	CH3	9713644c
1104574c	CH3	9713644c
1104574d	CH3	9713644c
1104574e	CH3	9713644c
1104576a	CH3	9713644c
1104576b	CH3	9713644c
1104576c	CH3	9713644c
1104576d	CH3	9713644c
1104577a	CH3	9713644c
1104577b	CH3	9713644c
1104577c	CH3	9713644c
1104577d	CH3	9713644c
1104577e	CH3	9713644c
1104579a	CH3	9713644c
1104579b	CH3	9713644c
1104579c	CH3	9713644c
1104579d	CH3	9713644c
1104581a	CH3	9713644c
1104581b	CH3	9713644c
1104581c	CH3	9713644c
1104582a	CH3	9713644c
1104582b	CH3	9713644c
1104582c	CH3	9713644c
1104582d	CH3	9713644c
1104583a	CH3	9713644c
1104583b	CH3	9713644c
1104583c	CH3	9713644c
1104583d	CH3	9713644c
1104585a	CH3	9713644c
1104585b	CH3	9713644c
1104585c	CH3	9713644c
1104585d	CH3	9713644c
1104585e	CH3	9713644c
1104587a	CH3	9713644c
1104587b	CH3	9713644c
1104588b	CH3	9713644c
1104589a	CH3	9713644c
1104589b	CH3	9713644c
1104589c	CH3	9713644c
1104590a	CH3	9713644c
1104590b	CH3	9713644c
1104592b	1704/17	9803076c
1104592c	1704/17	9803076c
1104607b	1704/17	9803076c
1104612a	9806490b	9713644c
1104612b	9806490b	9713644c
1104612c	9806490b	9713644c
1104614b	9806490b	9713644c
1104614c	9806490b	9713644c
1104621a	9806490b	9713644c
1104621b	9806490b	9713644c
1104621c	9806490b	9713644c
1104623a	9806490b	9713644c
1104623b	9806490b	9713644c
1104623c	9806490b	9713644c
1104623d	9806490b	9713644c
1104623e	9806490b	9713644c
1104623f	9806490b	9713644c
1104641a	9806490b	9713644c
1104641b	9806490b	9713644c
1104648b	9806490b	9713644c
1104649a	9806490b	9713644c
1104649b	9806490b	9713644c
1104790a	1704/17	CH3
1104828b	9501622b	CH3
1104828c	9501622b	CH3
1104847a	9806490b	9713644c
1104847b	9806490b	9713644c
1104848a	9806490b	9713644c
1104848b	9806490b	9713644c
1104853a	9806490b	9713644c
1104853b	9806490b	9713644c
1104854a	9806490b	9713644c
1104855a	9806490b	9713644c
1104855b	9806490b	9713644c
1104855c	9806490b	9713644c
1104859a	9806490b	9713644c
1104859b	9806490b	9713644c
1104859c	9806490b	9713644c
1104859d	9806490b	9713644c
1104862a	9806490b	9713644c
1104862b	9806490b	9713644c
1104862c	9806490b	9713644c
1104864a	9806490b	9713644c
1104868b	9806490b	9713644c
1104868c	9806490b	9713644c
1104905a	CH3	9713644c
1104905b	CH3	9713644c
1104906a	CH3	9713644c
1104906b	CH3	9713644c
1104906c	CH3	9713644c
1104906d	CH3	9713644c
1104916a	CH3	9713644c
1104916b	CH3	9713644c
1104921a	CH3	9713644c
1104921b	CH3	9713644c
1104921c	CH3	9713644c
1104921d	CH3	9713644c
1104922a	CH3	9713644c
1104922b	CH3	9713644c
1104922c	CH3	9713644c
1104924d	CH3	9713644c
1104928b	CH3	9713644c
1104930b	CH3	9713644c
1104930c	CH3	9713644c
1104932b	CH3	9713644c
1104933a	CH3	9713644c
1104934a	CH3	9713644c
1104934b	CH3	9713644c
1104936a	CH3	9713644c
1104936b	CH3	9713644c
1104936d	CH3	9713644c
1104937a	CH3	9713644c
1104937b	CH3	9713644c
1104937c	CH3	9713644c
1104938a	CH3	9713644c
1104939a	CH3	9713644c
1104939b	CH3	9713644c
1104939c	CH3	9713644c
1104939d	CH3	9713644c
1104940a	CH3	9713644c
1104940c	CH3	9713644c
1104941a	CH3	9713644c
1104941b	CH3	9713644c
1104950a	CH3	9713644c
1104950b	CH3	9713644c
1104950d	CH3	9713644c
1104954a	CH3	9713644c
1104954b	CH3	9713644c
1104954c	CH3	9713644c
1104954d	CH3	9713644c
1104964b	9806490b	9713644c
1104984a	9806490b	9713644c
1104984b	9806490b	9713644c
1104984c	9806490b	9713644c
1104987b	9806490b	9713644c
1105000b	9806490b	9713644c
1105001a	9806490b	9713644c
1105002a	9806490b	9713644c
1105002b	9806490b	9713644c
1105002c	9806490b	9713644c
1105025a	9806490b	9713644c
1105025b	9806490b	9713644c
1105025c	9806490b	9713644c
1105026a	9806490b	9713644c
1105026b	9806490b	9713644c
1105026c	9806490b	9713644c
1105026d	9806490b	9713644c
1105030a	9806490b	9713644c
1105030b	9806490b	9713644c
1105030c	9806490b	9713644c
1105036a	9803076c	9713644c
1105036b	9803076c	9713644c
1105037a	9803076c	9713644c
1105037b	9803076c	9713644c
1105040a	9803076c	9713644c
1105040b	9803076c	9713644c
1105045b	9803076c	9713644c
1105049a	9803076c	9713644c
1105071a	9803076c	9713644c
1105071b	9803076c	9713644c
1105071c	9803076c	9713644c
1105091a	9803076c	9713644c
1105091b	9803076c	9713644c
1105092a	9803076c	9713644c
1105099a	9803076c	9713644c
1105099b	9803076c	9713644c
1105099c	9803076c	9713644c
1105099d	9803076c	9713644c
1105121a	9813850b	9713644c
1105121b	9813850b	9713644c
1105121c	9813850b	9713644c
1105122a	9813850b	9713644c
1105134a	9806490b	9713644c
1105134b	9806490b	9713644c
1105137c	9806490b	9713644c
1105141a	9806490b	9713644c
1105149a	9806490b	9713644c
1105149b	9806490b	9713644c
1105149c	9806490b	9713644c
1105150a	9806490b	9713644c
1105150b	9806490b	9713644c
1105150c	9806490b	9713644c
1105155a	9806490b	9713644c
1105155b	9806490b	9713644c
1105158a	9806490b	9713644c
1105158b	9806490b	9713644c
1105158c	9806490b	9713644c
1105158d	9806490b	9713644c
1105158e	9806490b	9713644c
1105169a	9806490b	9713644c
1105169b	9806490b	9713644c
1105207a	1704/17	9400248
1105255b	9803076c	9713644c
1105256a	9803076c	9713644c
1105263a	9803076c	9713644c
1105263b	9803076c	9713644c
1105275a	9803076c	9713644c
1105275b	9803076c	9713644c
1105278a	9803076c	9713644c
1105278b	9803076c	9713644c
1105278c	9803076c	9713644c
1105299a	9803076c	9713644c
1105299b	9803076c	9713644c
1105299c	9803076c	9713644c
1105334a	9400248	9806275a
1105334b	9400248	9806275a
1105364a	9713644c	9400248
1105364b	9713644c	9400248
1105368a	9713644c	9400248
1105368b	9713644c	9400248
1105384a	9713644c	9400248
1105384b	9713644c	9400248
1105426b	9501622b	9806275a
1105453a	9803076c	9501622b
1105453b	9803076c	9501622b
1105453c	9803076c	9501622b
1105456c	9803076c	9501622b
1105477a	9803076c	9501622b
1105477b	9803076c	9501622b
1105479a	9803076c	9501622b
1105479b	9803076c	9501622b
1105479c	9803076c	9501622b
1105489a	9803076c	9501622b
1105607a	1704/17	9400310
1105608a	1704/17	9400310
1105608c	1704/17	9400310
1105635a	9806490b	9501622b
1105635b	9806490b	9501622b
1105635c	9806490b	9501622b
1105641a	9806490b	9501622b
1105641b	9806490b	9501622b
1105648a	9806490b	9501622b
1105648b	9806490b	9501622b
1105651a	9803076c	9806275a
1105651b	9803076c	9806275a
1105655b	9803076c	9806275a
1105659a	9803076c	9806275a
1105659b	9803076c	9806275a
1105694a	9803076c	9713644c
1105711a	9803076c	9713644c
1105714a	9803076c	9713644c
1105714b	9803076c	9713644c
1105716a	9803076c	9713644c
1105716b	9803076c	9713644c
1105716c	9803076c	9713644c
1105716d	9803076c	9713644c
1105716e	9803076c	9713644c
1105716f	9803076c	9713644c
1105744a	9806275a	9400310
1105744b	9806275a	9400310
1105752a	CH3	9501622b
1105752b	CH3	9501622b
1105752c	CH3	9501622b
1105752d	CH3	9501622b
1105752e	CH3	9501622b
1105761b	CH3	9501622b
1105761d	CH3	9501622b
1105761f	CH3	9501622b
1105761g	CH3	9501622b
1105763b	CH3	9501622b
1105763c	CH3	9501622b
1105763d	CH3	9501622b
1105763e	CH3	9501622b
1105763f	CH3	9501622b
1105765a	CH3	9501622b
1105769a	CH3	9501622b
1105769b	CH3	9501622b
1105769c	CH3	9501622b
1105769d	CH3	9501622b
1105769e	CH3	9501622b
1105772b	CH3	9501622b
1105772d	CH3	9501622b
1105773c	CH3	9501622b
1105776a	CH3	9501622b
1105776c	CH3	9501622b
1105776e	CH3	9501622b
1105776f	CH3	9501622b
1105778a	CH3	9501622b
1105778b	CH3	9501622b
1105778c	CH3	9501622b
1105781a	CH3	9501622b
1105781b	CH3	9501622b
1105781c	CH3	9501622b
1105781d	CH3	9501622b
1105781e	CH3	9501622b
1105781f	CH3	9501622b
1105783a	CH3	9501622b
1105783b	CH3	9501622b
1105783c	CH3	9501622b
1105783d	CH3	9501622b
1105788a	CH3	9501622b
1105788b	CH3	9501622b
1105788c	CH3	9501622b
1105788d	CH3	9501622b
1105806b	9806490b	9501622b
1105806c	9806490b	9501622b
1105807a	9806490b	9501622b
1105807b	9806490b	9501622b
1105827a	9400248	9813850b
1105827b	9400248	9813850b
1105928a	9400310	9806275a
1105944a	1704/17	9803076c
1105952a	9713644c	9400248
1105952b	9713644c	9400248
1105959a	9713644c	9400248
1105961b	9713644c	9400248
1105966a	9713644c	9400248
1105966b	9713644c	9400248
1105967a	9713644c	9400248
1105969a	9713644c	9400248
1105969b	9713644c	9400248
1105969g	9713644c	9400248
1105978a	9713644c	9400248
1105979a	9713644c	9400248
1105979b	9713644c	9400248
1105986a	9501622b	9806275a
1105986b	9501622b	9806275a
1105986c	9501622b	9806275a
1105986d	9501622b	9806275a
1106004a	9803076c	9713644c
1106004b	9803076c	9713644c
1106006a	9803076c	9713644c
1106006b	9803076c	9713644c
1106006c	9803076c	9713644c
1106006d	9803076c	9713644c
1106011a	9803076c	9713644c
1106011b	9803076c	9713644c
